Nest,Egg_Number,Egg_ID,Hatched,Nest_Fate,Mass,Length,Width,Lay_Date
6053,3,6053-3,1,Unobserved,32.8,47.3,35.5,5/13/06
6053,4,6053-4,1,Unobserved,,48.9,34.2,5/14/06
6053,5,6053-5,1,Unobserved,32.2,47.4,35.3,5/15/06
6053,6,6053-6,1,Unobserved,31.8,47.7,35,5/16/06
6053,7,6053-7,1,Unobserved,32,48,34.9,5/17/06
6053,8,6053-8,1,Unobserved,31.2,48.5,34.5,5/18/06
6053,9,6053-9,1,Unobserved,31.2,47.7,34.8,5/19/06
6054,1,6054-1,1,Unobserved,33.8,48.6,35.4,5/11/06
6054,2,6054-2,1,Unobserved,34.4,49.5,35.3,5/12/06
6054,3,6054-3,1,Unobserved,33.8,49.2,35.6,5/13/06
6054,4,6054-4,1,Unobserved,35.5,49.8,35.9,5/14/06
6054,5,6054-5,1,Unobserved,35.5,50.7,35.7,5/15/06
6054,6,6054-6,1,Unobserved,35.6,50.7,35.9,5/16/06
6054,7,6054-7,1,Unobserved,36.1,51.4,36.5,5/17/06
6054,8,6054-8,1,Unobserved,35.9,50.3,36.1,5/18/06
6054,9,6054-9,1,Unobserved,34.2,51,35.6,5/19/06
6054,10,6054-10,1,Unobserved,34,49.5,35.5,5/20/06
6055,1,6055-1,0,Failed,26.5,47,31.9,5/11/06
6055,2,6055-2,0,Failed,27.7,47.5,32.8,5/12/06
6055,3,6055-3,0,Failed,,46.5,32.4,
6055,4,6055-4,0,Failed,,46.8,32.5,
6055,5,6055-5,0,Failed,,47.5,32.9,
6055,6,6055-6,0,Failed,,46.5,32.8,
6055,7,6055-7,0,Failed,,45.5,32.5,
6055,8,6055-8,0,Failed,,46.6,32.5,
6056,1,6056-1,1,Active,33.9,51.6,35,
6056,2,6056-2,1,Active,31.9,48.9,34.6,
6056,3,6056-3,1,Active,35.5,52.8,35.4,5/12/06
6056,4,6056-4,1,Active,,51,35.2,
6056,5,6056-5,1,Active,,52.1,35.6,
6056,6,6056-6,1,Active,,51.8,35.6,
6056,7,6056-7,1,Active,,51.5,35.3,
6056,8,6056-8,1,Active,,51.1,34.7,
6056,9,6056-9,1,Active,,51.4,34.2,
6057,1,6057-1,1,Active,35.1,53.1,34.9,
6057,2,6057-2,1,Active,30.9,51.4,33.2,
6057,3,6057-3,1,Active,,53.3,34.2,
6057,4,6057-4,1,Active,,52.5,35.8,
6057,5,6057-5,1,Active,,53.3,34.8,
6057,6,6057-6,1,Active,,52.7,35,
6057,7,6057-7,1,Active,,52.9,35.1,
6057,8,6057-8,1,Active,,53,35.4,
6057,9,6057-9,1,Active,,53.8,34.7,
6057,10,6057-10,1,Active,,53.4,35.3,
6057,11,6057-11,1,Active,,54.9,34.8,
6058,1,6058-1,1,Active,30.7,49.7,33.5,5/11/06
6058,2,6058-2,1,Active,31.3,50.6,30.2,
6058,3,6058-3,1,Active,,47.1,33.6,
6058,4,6058-4,1,Active,,47.6,34,
6058,5,6058-5,1,Active,,46.8,33.7,
6058,6,6058-6,1,Active,,49.5,33.7,
6058,7,6058-7,1,Active,,48.5,34,
6058,8,6058-8,1,Active,,49,34,
6058,9,6058-9,1,Active,,48.8,33.8,
6058,10,6058-10,1,Active,,48.2,33,
6058,11,6058-11,1,Active,,48,33.2,
6059,1,6059-1,1,Active,,48.3,33.9,
6059,2,6059-2,1,Active,,49.8,34.1,
6059,3,6059-3,1,Active,,49.7,34.3,
6059,4,6059-4,1,Active,,50,34.4,
6059,5,6059-5,1,Active,,50.6,33.8,
6059,6,6059-6,1,Active,,50.1,33.4,
6059,7,6059-7,1,Active,,49.6,34,
6059,8,6059-8,1,Active,,49.5,33.9,
6059,9,6059-9,1,Active,,49.1,34.2,
6059,P1,6059-P1,1,Active,,47.3,33,
6060,1,6060-1,1,Failed,,49.4,32.8,
6060,2,6060-2,1,Failed,,49.8,33.4,
6060,3,6060-3,1,Failed,,51.5,33.5,
6060,4,6060-4,1,Failed,,51.2,33.6,
6060,5,6060-5,1,Failed,,48.6,33.6,
6060,6,6060-6,1,Failed,,50.8,33.4,
6061,1,6061-1,1,Unobserved,,51.1,34.5,
6061,2,6061-2,1,Unobserved,,52.4,34.7,
6061,3,6061-3,1,Unobserved,,50.3,34.8,
6061,4,6061-4,1,Unobserved,,51.9,34.7,
6061,5,6061-5,1,Unobserved,,51.8,34.6,5/12/06
6061,6,6061-6,1,Unobserved,,50.7,34.4,5/13/06
6061,7,6061-7,1,Unobserved,31.1,50.9,33.8,5/14/06
6061,8,6061-8,1,Unobserved,30.8,51.8,33.7,5/15/06
6061,9,6061-9,1,Unobserved,,51.1,34,
6062,1,6062-1,1,Unobserved,33.8,50.5,35.7,
6062,2,6062-2,1,Unobserved,35.5,51.6,36.1,
6062,3,6062-3,1,Unobserved,32.2,49.1,35.2,
6062,4,6062-4,1,Unobserved,,51.5,36.6,5/12/06
6062,5,6062-5,1,Unobserved,,49.8,34.7,
6062,6,6062-6,1,Unobserved,,50.5,35,
6062,7,6062-7,1,Unobserved,,52.1,36,
6062,8,6062-8,1,Unobserved,,50.5,34.4,
6062,9,6062-9,1,Unobserved,31.2,52.9,34.3,
6062,10,6062-10,1,Unobserved,31.3,51.2,34.9,
6063,1,6063-1,1,Active,30.5,48.5,34.1,
6063,2,6063-2,1,Active,29.9,48.2,33.8,
6063,3,6063-3,1,Active,,48.8,35.1,5/12/06
6063,4,6063-4,1,Active,,47.1,34,
6063,5,6063-5,1,Active,,47.6,34.1,
6063,6,6063-6,1,Active,,46.1,33.7,
6063,7,6063-7,1,Active,,47.1,33.5,
6063,8,6063-8,1,Active,,48.1,33.1,
6063,9,6063-9,1,Active,,47.9,34.1,
6064,1,6064-1,1,Active,33.3,51.4,34.7,
6064,2,6064-2,1,Active,25.3,44.9,32.3,
6064,3,6064-3,1,Active,30.9,49.6,34.1,
6064,4,6064-4,1,Active,,50.4,35.6,5/12/06
6064,5,6064-5,1,Active,,50.5,34.7,
6064,6,6064-6,1,Active,,51.1,34.9,
6064,7,6064-7,1,Active,,49.8,35.2,
6064,8,6064-8,1,Active,,50.4,34.5,
6064,9,6064-9,1,Active,,50.4,34.7,
6064,10,6064-10,1,Active,,48.6,33.7,
6064,11,6064-11,1,Active,,51.2,34.7,
6064,12,6064-12,1,Active,,50.7,34.2,
6065,1,6065-1,1,Active,32.2,51.9,34.1,
6065,2,6065-2,1,Active,29.3,50.6,32.9,
6065,3,6065-3,1,Active,32.1,51.6,34.5,
6065,4,6065-4,1,Active,,54.4,34.9,5/12/06
6065,5,6065-5,1,Active,32.1,51.5,34.2,
6065,6,6065-6,1,Active,31.8,51.4,33.6,
6065,7,6065-7,1,Active,31.3,51.1,33.7,
6065,8,6065-8,1,Active,,51.5,34,
6065,9,6065-9,1,Active,,51,33.2,
6066,1,6066-1,1,Failed,27.4,47.6,32.9,
6066,2,6066-2,1,Failed,28.5,47.5,33.3,
6066,3,6066-3,1,Failed,25.2,46,31.5,
6066,4,6066-4,1,Failed,,47.8,33.5,5/12/06
6066,5,6066-5,1,Failed,,46.6,33.5,5/13/06
6066,6,6066-6,1,Failed,26.9,46.3,32.6,5/14/06
6066,7,6066-7,1,Failed,26.7,46.7,32.5,5/15/06
6066,8,6066-8,1,Failed,,47.2,32.9,
6066,P1,6066-P1,1,Failed,,,,6/3/06
6066,P2,6066-P2,1,Failed,,,,
6066,P3,6066-P3,1,Failed,,,,6/5/06
6067,1,6067-1,1,Active,,49.3,34.6,
6067,2,6067-2,1,Active,,49.2,34.7,
6067,3,6067-3,1,Active,,48,34.2,
6067,4,6067-4,1,Active,,48.8,34.7,
6067,5,6067-5,1,Active,,48.8,34.4,
6067,6,6067-6,1,Active,,46.3,33.7,
6067,7,6067-7,1,Active,,49.2,34.8,
6067,8,6067-8,1,Active,,49.5,35,5/12/06
6067,9,6067-9,1,Active,,49.4,33.8,5/13/06
6067,10,6067-10,1,Active,29.2,47.8,33.6,5/14/06
6067,P1,6067-P1,1,Active,30,50,33.6,
6067,P2,6067-P2,1,Active,31.5,50.5,34.1,
6067,P3,6067-P3,1,Active,31.3,51,34.1,
6068,1,6068-1,1,Active,,46.7,32.8,
6068,2,6068-2,1,Active,,49.5,33.9,
6068,3,6068-3,1,Active,,47.8,33.9,
6068,4,6068-4,1,Active,,48,33.3,
6068,5,6068-5,1,Active,,48.6,38.4,5/12/06
6068,6,6068-6,1,Active,,47.8,34.4,
6068,7,6068-7,1,Active,,48.7,33.7,
6068,8,6068-8,1,Active,,49.1,34.1,
6068,9,6068-9,1,Active,,48.1,34,
6068,10,6068-10,1,Active,,47.5,33.6,
6069,1,6069-1,1,Active,,51.9,36.2,
6069,2,6069-2,1,Active,,52.3,34.5,
6069,3,6069-3,1,Active,,54.1,35.9,
6069,4,6069-4,1,Active,,53.2,36.4,
6069,5,6069-5,1,Active,,53.7,36.4,5/12/06
6069,6,6069-6,1,Active,,53.2,35.7,
6069,7,6069-7,1,Active,,52.5,36.1,
6069,8,6069-8,1,Active,,51.3,35.1,
6069,9,6069-9,1,Active,,50.7,34.9,
6069,10,6069-10,1,Active,,52.1,34.9,
6070,1,6070-1,0,Failed,30.5,51.2,33,5/11/06
6070,2,6070-2,0,Failed,29.4,50.7,32.2,
6070,3,6070-3,0,Failed,29.6,50.3,32.3,
6070.1,1,6070.1-1,0,Failed,30.6,51.4,33.1,
6070.2,1,6070.2-1,0,Failed,29.7,50.5,32.6,
6070.3,1,6070.3-1,0,Failed,26.8,47.5,32,
6071,1,6071-1,0,Failed,26.9,45,33.2,5/11/06
6071,2,6071-2,0,Failed,30.8,48.1,34.1,5/12/06
6071,3,6071-3,0,Failed,31.2,48.3,34.6,5/13/06
6071,4,6071-4,0,Failed,30.9,48.5,34,5/14/06
6071,5,6071-5,0,Failed,31.2,48,34.7,5/15/06
6071.1,1,6071.1-1,0,Failed,30.8,48.8,34.2,5/16/06
6071.1,2,6071.1-2,0,Failed,32.4,50.6,34.3,5/17/06
6071.1,3,6071.1-3,0,Failed,31.4,48.3,34.3,5/18/06
6071.1,4,6071.1-4,0,Failed,31.5,49.2,34.4,5/19/06
6071.2,1,6071.2-1,0,Failed,30.4,50.1,34.3,
6071.2,2,6071.2-2,0,Failed,30.4,48.9,34.1,
6071.2,3,6071.2-3,0,Failed,27.5,47.1,32.8,
6071.2,4,6071.2-4,0,Failed,30.2,48.5,33.9,
6071.2,P1,6071.2-P1,0,Failed,27.2,48.3,32.7,
6071.2,P2,6071.2-P2,0,Failed,28.1,50.5,32.6,
6071.2,P3,6071.2-P3,0,Failed,28,50.1,32.8,
6072,1,6072-1,1,Active,29.8,48.7,33.6,5/11/06
6072,2,6072-2,1,Active,30,50,33.3,5/12/06
6072,3,6072-3,1,Active,31.3,49.9,34,5/13/06
6072,4,6072-4,1,Active,31.1,50.5,33.6,5/14/06
6072,5,6072-5,1,Active,30.3,48.6,34,5/15/06
6072,6,6072-6,1,Active,31.2,49.8,34.2,5/16/06
6072,7,6072-7,1,Active,29.8,48.6,33.9,5/17/06
6072,8,6072-8,1,Active,30.4,49.6,33.8,5/18/06
6072,9,6072-9,1,Active,30.3,48.9,33.8,5/19/06
6072,9,6072-9,1,Active,31.9,49.1,34.1,5/13/06
6072,10,6072-10,1,Active,28.6,49.1,32.9,5/20/06
6072,P1,6072-P1,1,Active,26.8,47.8,32.1,5/21/06
6072,P2,6072-P2,1,Active,32,49,34.8,5/23/06
6073,1,6073-1,1,Active,33.5,49.5,35.4,
6073,2,6073-2,1,Active,31.9,48.5,34.5,
6073,3,6073-3,1,Active,32,48.9,34.6,
6073,4,6073-4,1,Active,33.1,49.6,34.8,
6073,5,6073-5,1,Active,32,48.6,34.4,
6073,6,6073-6,1,Active,31,51.1,33.6,
6073,7,6073-7,1,Active,34.1,49.6,35.7,
6073,8,6073-8,1,Active,31.6,49.7,34,5/12/06
6073,9,6073-9,1,Active,,49,34.2,5/13/06
6073,10,6073-10,1,Active,31.2,47.9,34.2,5/14/06
6074,1,6074-1,1,Unobserved,25.1,45.1,32.3,
6074,2,6074-2,1,Unobserved,26,45.6,32.4,
6074,3,6074-3,1,Unobserved,26.6,46,32.7,
6074,4,6074-4,1,Unobserved,26.7,45.7,32.7,5/12/06
6074,5,6074-5,1,Unobserved,28,46.6,33.5,5/13/06
6074,6,6074-6,1,Unobserved,27,45.9,32.7,5/14/06
6074,7,6074-7,1,Unobserved,26.6,45.8,33,5/15/06
6074,8,6074-8,1,Unobserved,27.1,46.3,33,5/16/06
6074,9,6074-9,1,Unobserved,27.4,46.2,33.2,5/17/06
6074,10,6074-10,1,Unobserved,27.4,47.4,32.7,5/18/06
6074,11,6074-11,1,Unobserved,28.2,47.6,33.3,5/19/06
6074,12,6074-12,1,Unobserved,28.1,48.4,32.9,5/20/06
6075,1,6075-1,1,Active,29.4,47.4,33.8,5/11/06
6075,2,6075-2,1,Active,31,48.6,34.3,5/12/06
6075,3,6075-3,1,Active,30.1,49.1,33.6,5/13/06
6075,4,6075-4,1,Active,30.2,48.2,34,5/14/06
6075,5,6075-5,1,Active,30.9,48.2,34.5,5/15/06
6075,6,6075-6,1,Active,31.5,49.1,34.9,5/16/06
6075,7,6075-7,1,Active,29.4,47.5,33.5,5/17/06
6075,8,6075-8,1,Active,30.1,48.9,33.7,5/18/06
6075,9,6075-9,1,Active,29.8,48.6,34.8,5/19/06
6075,10,6075-10,1,Active,30.1,48.5,34,5/20/06
6075,11,6075-11,1,Active,30.6,49.5,33.7,5/21/06
6075,12,6075-12,1,Active,29.5,47.3,34,5/22/06
6076,1,6076-1,0,Failed,37.8,53.1,36.2,5/11/06
6076,2,6076-2,0,Failed,37.6,53,36.2,5/12/06
6076.1,1,6076.1-1,0,Failed,35.7,51.5,35.5,5/14/06
6076.2,1,6076.2-1,0,Failed,35.2,50.1,36.1,5/15/06
6076.3,1,6076.3-1,0,Failed,35.5,52,35.8,
6076.3,2,6076.3-2,0,Failed,35.3,50.5,35.9,
6076.4,1,6076.4-1,0,Failed,34.6,50.5,35.3,
6076.4,2,6076.4-2,0,Failed,35.7,51.7,35.5,
6077,1,6077-1,1,Active,27.9,47.3,33.3,
6077,2,6077-2,1,Active,26.2,45,32.8,
6077,3,6077-3,1,Active,27.9,47.2,33.1,
6077,4,6077-4,1,Active,27.2,47.4,32.7,
6077,5,6077-5,1,Active,28.4,47.3,33.2,5/12/06
6077,6,6077-6,1,Active,29.6,47.3,34.2,5/13/06
6077,7,6077-7,1,Active,28.8,47.8,33.3,5/14/06
6077,8,6077-8,1,Active,29.4,47.3,34.3,5/15/06
6077,9,6077-9,1,Active,,,,5/16/06
6077,10,6077-10,1,Active,27.7,47,33.3,5/17/06
6077,11,6077-11,1,Active,28.8,46.9,33.7,5/18/06
6077,12,6077-12,1,Active,29,46.7,33.8,5/19/06
6077,P1,6077-P1,1,Active,28.1,45.5,33.7,5/21/06
6078,1,6078-1,1,Active,30.9,48.1,33.9,
6078,2,6078-2,1,Active,31.1,37.8,34.4,
6078,3,6078-3,1,Active,31.2,47.6,34.3,5/12/06
6078,4,6078-4,1,Active,32.1,47.7,34.6,5/13/06
6078,5,6078-5,1,Active,31.6,48.5,34.4,5/14/06
6078,6,6078-6,1,Active,32.8,49.1,34.7,5/15/06
6078,7,6078-7,1,Active,,,,5/16/06
6078,8,6078-8,1,Active,32.2,49.5,34.3,5/17/06
6078,9,6078-9,1,Active,31.2,49.3,33.9,5/18/06
6078,10,6078-10,1,Active,31.9,48.4,34.8,5/19/06
6078,11,6078-11,1,Active,30.5,48.9,33.8,5/20/06
6078,12,6078-12,1,Active,30.9,48.9,33.9,5/21/06
6078,P1,6078-P1,1,Active,30.5,49.4,34.2,5/15/06
6078,P2,6078-P2,1,Active,,,,5/16/06
6079,1,6079-1,0,Failed,31.1,49.8,33.8,5/11/06
6080,1,6080-1,0,Failed,32.2,50,34.1,5/11/06
6081,1,6081-1,0,Failed,29.2,51.2,32,5/11/06
6081.1,1,6081.1-1,1,Active,31.3,51.8,33.2,5/13/06
6081.1,2,6081.1-2,1,Active,31.3,52.7,33,5/14/06
6081.1,3,6081.1-3,1,Active,28.7,49.1,33.1,5/17/06
6081.1,4,6081.1-4,1,Active,29.2,49.2,32.8,5/18/06
6081.1,5,6081.1-5,1,Active,27.9,48,32.7,5/19/06
6081.1,6,6081.1-6,1,Active,27.6,47.5,32.3,5/20/06
6081.1,8,6081.1-8,1,Active,28.6,49.4,32.9,5/21/06
6081.1,9,6081.1-9,1,Active,28.2,50.1,32.3,5/22/06
6081.1,10,6081.1-10,1,Active,29,50.7,32.2,5/23/06
6081.1,11,6081.1-11,1,Active,27.4,48.6,31.9,5/24/06
6081.1,P1,6081.1-P1,1,Active,27.1,45.7,32.7,5/16/06
6082,1,6082-1,0,Failed,32.3,49,34.5,
6082,2,6082-2,0,Failed,32.8,48.4,35.3,
6082,3,6082-3,0,Failed,34.4,48.9,35.6,
6082,P1,6082-P1,0,Failed,29.6,48.4,33.6,
6082.1,1,6082.1-1,1,Active,33.1,48,35.6,5/13/06
6082.1,2,6082.1-2,1,Active,32.5,47.1,35.5,5/14/06
6082.1,3,6082.1-3,1,Active,32.2,48,34.6,5/15/06
6082.1,4,6082.1-4,1,Active,32.9,48.4,35.1,5/16/06
6082.1,5,6082.1-5,1,Active,32.4,48.2,35.2,5/17/06
6082.1,6,6082.1-6,1,Active,31.5,47.1,34.8,5/18/06
6082.1,7,6082.1-7,1,Active,32.8,48.8,35,5/19/06
6082.1,8,6082.1-8,1,Active,32.3,48.1,35,5/21/06
6082.1,9,6082.1-9,1,Active,32.5,48.5,35.7,5/22/06
6082.1,10,6082.1-10,1,Active,32.8,49.5,34.8,5/23/06
6082.1,11,6082.1-11,1,Active,29.4,47.8,33.6,5/24/06
6082.1,12,6082.1-12,1,Active,30.7,48,34.2,5/25/06
6083,1,6083-1,1,Active,30.8,50.2,33.8,5/11/06
6083,2,6083-2,1,Active,31.9,50.6,34.7,5/12/06
6083,3,6083-3,1,Active,32,51,33.7,5/13/06
6083,4,6083-4,1,Active,30.7,48.6,33.9,5/14/06
6083,5,6083-5,1,Active,29.8,46.9,34.5,5/15/06
6083,6,6083-6,1,Active,30.7,48.9,34,5/16/06
6083,7,6083-7,1,Active,27.6,48.1,32.5,5/18/06
6083,8,6083-8,1,Active,29,49.6,33.2,5/19/06
6083,9,6083-9,1,Active,29.4,49.3,33.4,5/20/06
6083,10,6083-10,1,Active,31.3,50.5,34.4,5/21/06
6083,11,6083-11,1,Active,30.7,51.9,34.2,5/22/06
6083,12,6083-12,1,Active,30.5,50.3,34,5/23/06
6083,P1,6083-P1,1,Active,29.3,50.5,33.3,5/24/06
6084,1,6084-1,1,Active,27.8,47.1,32.9,
6084,2,6084-2,1,Active,29.5,47.3,34,
6084,3,6084-3,1,Active,30,47.9,34.2,
6084,4,6084-4,1,Active,30.8,48.3,34.4,
6084,5,6084-5,1,Active,31.4,48.2,34.8,5/13/06
6084,6,6084-6,1,Active,29.4,47.1,33.9,5/14/06
6084,7,6084-7,1,Active,29.4,48,33.8,5/15/06
6084,8,6084-8,1,Active,28.3,45.6,33.7,5/16/06
6084,9,6084-9,1,Active,28.4,45.8,33.6,5/17/06
6084,10,6084-10,1,Active,28.3,46.9,33.5,5/18/06
6085,1,6085-1,1,Active,32.2,49.9,34.3,5/11/06
6085,2,6085-2,1,Active,32.2,49.1,34.6,5/12/06
6085,3,6085-3,1,Active,32.4,50.8,34.2,5/13/06
6085,4,6085-4,1,Active,32.8,50.7,34.6,5/14/06
6085,5,6085-5,1,Active,33,51.1,34.3,5/15/06
6085,6,6085-6,1,Active,31.9,49.8,34.2,5/16/06
6085,7,6085-7,1,Active,31.3,49.6,34,5/17/06
6085,8,6085-8,1,Active,31,49.8,33.9,5/18/06
6085,9,6085-9,1,Active,31,49.8,33.7,5/19/06
6085,10,6085-10,1,Active,30.5,49.2,33.9,5/20/06
6086,1,6086-1,1,Active,29.2,50.1,32.8,5/12/06
6086,2,6086-2,1,Active,30.5,49.8,33.8,5/13/06
6086,3,6086-3,1,Active,,50.2,33.4,
6086,4,6086-4,1,Active,,50.1,33.2,
6086,5,6086-5,1,Active,,48.9,33.9,
6086,6,6086-6,1,Active,,49.1,33.8,
6086,7,6086-7,1,Active,,49.8,33.4,
6086,8,6086-8,1,Active,,48.2,32.7,
6086,9,6086-9,1,Active,,48.6,33.5,
6086,10,6086-10,1,Active,,48.2,33,
6087,1,6087-1,1,Active,32.1,50,34.6,5/12/06
6087,2,6087-2,1,Active,33.7,50.6,34.8,5/13/06
6087,3,6087-3,1,Active,,51.3,35.7,
6087,4,6087-4,1,Active,,50.8,35.1,
6087,5,6087-5,1,Active,,50,35,
6087,6,6087-6,1,Active,,51,35,
6087,7,6087-7,1,Active,,48.7,34.8,
6087,8,6087-8,1,Active,,49.7,34.6,
6087,9,6087-9,1,Active,,48.9,34.4,
6088,1,6088-1,1,Active,32.4,48.9,35,
6088,2,6088-2,1,Active,31.3,49.1,34.2,
6088,3,6088-3,1,Active,33.2,51.3,34.6,5/13/06
6088,4,6088-4,1,Active,,49.1,35.3,
6088,5,6088-5,1,Active,,50.5,35,
6089,1,6089-1,1,Unobserved,34.9,50.7,35.8,
6089,2,6089-2,1,Unobserved,34.4,50.7,35.4,
6090,1,6090-1,1,Active,34,50.4,35.7,5/12/06
6090,2,6090-2,1,Active,33.2,49.2,35.4,5/13/06
6090,3,6090-3,1,Active,32.8,48,35.4,5/14/06
6090,4,6090-4,1,Active,33,48.2,35.2,5/15/06
6090,5,6090-5,1,Active,33.1,48.9,35.2,5/16/06
6090,6,6090-6,1,Active,32.6,48.3,35.3,5/17/06
6090,7,6090-7,1,Active,32.7,49,35.3,5/18/06
6090,8,6090-8,1,Active,32.5,48.6,34.9,5/19/06
6090,10,6090-10,1,Active,32,49.3,34.4,5/20/06
6091,1,6091-1,1,Active,30.9,48,33.7,5/12/06
6091,2,6091-2,1,Active,32.3,50.5,34,5/13/06
6091,2,6091-2,1,Active,32.3,50.5,34,5/13/06
6091,3,6091-3,1,Active,32.8,51,34.4,5/14/06
6091,4,6091-4,1,Active,32.1,49.7,34.1,5/15/06
6091,5,6091-5,1,Active,32.1,49.5,34.4,5/16/06
6091,6,6091-6,1,Active,32.2,49.8,34.1,5/17/06
6091,7,6091-7,1,Active,32.6,50.8,34.6,5/18/06
6091,8,6091-8,1,Active,33.3,52,33.7,5/19/06
6091,9,6091-9,1,Active,32.7,52,33.7,5/20/06
6091,10,6091-10,1,Active,32.1,51.1,34.2,5/21/06
6091,11,6091-11,1,Active,32.2,,,
6091,12,6091-12,1,Active,29.8,,,
6092,1,6092-1,1,Active,29.9,49.9,33.1,5/12/06
6092,2,6092-2,1,Active,28.5,48.2,33,5/13/06
6092,3,6092-3,1,Active,30.8,48.7,33.9,5/14/06
6092,4,6092-4,1,Active,32,48.8,34.8,5/15/06
6092,5,6092-5,1,Active,32.5,51.2,34.5,5/16/06
6092,6,6092-6,1,Active,32.9,51,34.2,5/17/06
6092,7,6092-7,1,Active,32.4,52.2,33.7,5/18/06
6092,8,6092-8,1,Active,31.7,49.9,34.4,5/19/06
6092,9,6092-9,1,Active,32.6,50.4,34.6,5/20/06
6092,10,6092-10,1,Active,31.9,50.9,33.7,5/21/06
6092,11,6092-11,1,Active,30.6,49.1,34,5/22/06
6093,1,6093-1,1,Failed,28.7,49.1,32.8,5/12/06
